"benchmark","item_id","item_metadata","item_content","schema_version","prompt","instruction_ids","instruction_families","n_instructions","n_unique_instruction_ids","instruction_kwargs"
"ifeval","ifeval_20260421T021146Z_378","{""contributor"": {""affiliation"": ""JHU,Stanford"", ""email"": ""hjiang66@jh.edu,"", ""name"": ""Han,CRFM""}, ""ingestion_time"": ""20260421T021146Z"", ""source"": ""IFEval""}","{""input"": [""{\""prompt\"": \""Write me a letter in the style of Shakespeare about the mandates and instructions of the King. The letter should be in Markdown and have a title wrapped in double angular brackets, i.e. <<title>>.\"", \""instruction_id_list\"": [\""detectable_format:title\""], \""kwargs\"": [{\""num_highlights\"": null, \""relation\"": null, \""num_words\"": null, \""num_placeholders\"": null, \""prompt_to_repeat\"": null, \""num_bullets\"": null, \""section_spliter\"": null, \""num_sections\"": null, \""capital_relation\"": null, \""capital_frequency\"": null, \""keywords\"": null, \""num_paragraphs\"": null, \""language\"": null, \""let_relation\"": null, \""letter\"": null, \""let_frequency\"": null, \""end_phrase\"": null, \""forbidden_words\"": null, \""keyword\"": null, \""frequency\"": null, \""num_sentences\"": null, \""postscript_marker\"": null, \""first_word\"": null, \""nth_paragraph\"": null}]}""], ""references"": []}","""v0.1.0""","Write me a letter in the style of Shakespeare about the mandates and instructions of the King. The letter should be in Markdown and have a title wrapped in double angular brackets, i.e. <<title>>.","detectable_format:title","detectable_format",1,1,"""[{\""capital_frequency\"": null, \""capital_relation\"": null, \""end_phrase\"": null, \""first_word\"": null, \""forbidden_words\"": null, \""frequency\"": null, \""keyword\"": null, \""keywords\"": null, \""language\"": null, \""let_frequency\"": null, \""let_relation\"": null, \""letter\"": null, \""nth_paragraph\"": null, \""num_bullets\"": null, \""num_highlights\"": null, \""num_paragraphs\"": null, \""num_placeholders\"": null, \""num_sections\"": null, \""num_sentences\"": null, \""num_words\"": null, \""postscript_marker\"": null, \""prompt_to_repeat\"": null, \""relation\"": null, \""section_spliter\"": null}]"""
"ifeval","ifeval_20260421T021146Z_379","{""contributor"": {""affiliation"": ""JHU,Stanford"", ""email"": ""hjiang66@jh.edu,"", ""name"": ""Han,CRFM""}, ""ingestion_time"": ""20260421T021146Z"", ""source"": ""IFEval""}","{""input"": [""{\""prompt\"": \""Rewrite the limerick in a strange way. In particular, the limerick is about nursery and storytelling. But do not mention nursery and storytelling in your entire response.\"", \""instruction_id_list\"": [\""keywords:forbidden_words\""], \""kwargs\"": [{\""num_highlights\"": null, \""relation\"": null, \""num_words\"": null, \""num_placeholders\"": null, \""prompt_to_repeat\"": null, \""num_bullets\"": null, \""section_spliter\"": null, \""num_sections\"": null, \""capital_relation\"": null, \""capital_frequency\"": null, \""keywords\"": null, \""num_paragraphs\"": null, \""language\"": null, \""let_relation\"": null, \""letter\"": null, \""let_frequency\"": null, \""end_phrase\"": null, \""forbidden_words\"": [\""nursery\"", \""storytelling\""], \""keyword\"": null, \""frequency\"": null, \""num_sentences\"": null, \""postscript_marker\"": null, \""first_word\"": null, \""nth_paragraph\"": null}]}""], ""references"": []}","""v0.1.0""","Rewrite the limerick in a strange way. In particular, the limerick is about nursery and storytelling. But do not mention nursery and storytelling in your entire response.","keywords:forbidden_words","keywords",1,1,"""[{\""capital_frequency\"": null, \""capital_relation\"": null, \""end_phrase\"": null, \""first_word\"": null, \""forbidden_words\"": [\""nursery\"", \""storytelling\""], \""frequency\"": null, \""keyword\"": null, \""keywords\"": null, \""language\"": null, \""let_frequency\"": null, \""let_relation\"": null, \""letter\"": null, \""nth_paragraph\"": null, \""num_bullets\"": null, \""num_highlights\"": null, \""num_paragraphs\"": null, \""num_placeholders\"": null, \""num_sections\"": null, \""num_sentences\"": null, \""num_words\"": null, \""postscript_marker\"": null, \""prompt_to_repeat\"": null, \""relation\"": null, \""section_spliter\"": null}]"""
"ifeval","ifeval_20260421T021146Z_38","{""contributor"": {""affiliation"": ""JHU,Stanford"", ""email"": ""hjiang66@jh.edu,"", ""name"": ""Han,CRFM""}, ""ingestion_time"": ""20260421T021146Z"", ""source"": ""IFEval""}","{""input"": [""{\""prompt\"": \""Write an ad copy for a new product, a digital photo frame that connects to your social media accounts and displays your photos. Respond with at most 150 words.\"", \""instruction_id_list\"": [\""length_constraints:number_words\""], \""kwargs\"": [{\""num_highlights\"": null, \""relation\"": \""less than\"", \""num_words\"": 151, \""num_placeholders\"": null, \""prompt_to_repeat\"": null, \""num_bullets\"": null, \""section_spliter\"": null, \""num_sections\"": null, \""capital_relation\"": null, \""capital_frequency\"": null, \""keywords\"": null, \""num_paragraphs\"": null, \""language\"": null, \""let_relation\"": null, \""letter\"": null, \""let_frequency\"": null, \""end_phrase\"": null, \""forbidden_words\"": null, \""keyword\"": null, \""frequency\"": null, \""num_sentences\"": null, \""postscript_marker\"": null, \""first_word\"": null, \""nth_paragraph\"": null}]}""], ""references"": []}","""v0.1.0""","Write an ad copy for a new product, a digital photo frame that connects to your social media accounts and displays your photos. Respond with at most 150 words.","length_constraints:number_words","length_constraints",1,1,"""[{\""capital_frequency\"": null, \""capital_relation\"": null, \""end_phrase\"": null, \""first_word\"": null, \""forbidden_words\"": null, \""frequency\"": null, \""keyword\"": null, \""keywords\"": null, \""language\"": null, \""let_frequency\"": null, \""let_relation\"": null, \""letter\"": null, \""nth_paragraph\"": null, \""num_bullets\"": null, \""num_highlights\"": null, \""num_paragraphs\"": null, \""num_placeholders\"": null, \""num_sections\"": null, \""num_sentences\"": null, \""num_words\"": 151, \""postscript_marker\"": null, \""prompt_to_repeat\"": null, \""relation\"": \""less than\"", \""section_spliter\"": null}]"""
"ifeval","ifeval_20260421T021146Z_380","{""contributor"": {""affiliation"": ""JHU,Stanford"", ""email"": ""hjiang66@jh.edu,"", ""name"": ""Han,CRFM""}, ""ingestion_time"": ""20260421T021146Z"", ""source"": ""IFEval""}","{""input"": [""{\""prompt\"": \""Write an elaborate compliment to Kruger in all lowercase letters and no capital letters. The word hughes should appear less than 2 times. Your response should be at least 100 words.\"", \""instruction_id_list\"": [\""keywords:frequency\"", \""change_case:english_lowercase\"", \""length_constraints:number_words\""], \""kwargs\"": [{\""num_highlights\"": null, \""relation\"": \""less than\"", \""num_words\"": null, \""num_placeholders\"": null, \""prompt_to_repeat\"": null, \""num_bullets\"": null, \""section_spliter\"": null, \""num_sections\"": null, \""capital_relation\"": null, \""capital_frequency\"": null, \""keywords\"": null, \""num_paragraphs\"": null, \""language\"": null, \""let_relation\"": null, \""letter\"": null, \""let_frequency\"": null, \""end_phrase\"": null, \""forbidden_words\"": null, \""keyword\"": \""hughes\"", \""frequency\"": 2, \""num_sentences\"": null, \""postscript_marker\"": null, \""first_word\"": null, \""nth_paragraph\"": null}, {\""num_highlights\"": null, \""relation\"": null, \""num_words\"": null, \""num_placeholders\"": null, \""prompt_to_repeat\"": null, \""num_bullets\"": null, \""section_spliter\"": null, \""num_sections\"": null, \""capital_relation\"": null, \""capital_frequency\"": null, \""keywords\"": null, \""num_paragraphs\"": null, \""language\"": null, \""let_relation\"": null, \""letter\"": null, \""let_frequency\"": null, \""end_phrase\"": null, \""forbidden_words\"": null, \""keyword\"": null, \""frequency\"": null, \""num_sentences\"": null, \""postscript_marker\"": null, \""first_word\"": null, \""nth_paragraph\"": null}, {\""num_highlights\"": null, \""relation\"": \""at least\"", \""num_words\"": 100, \""num_placeholders\"": null, \""prompt_to_repeat\"": null, \""num_bullets\"": null, \""section_spliter\"": null, \""num_sections\"": null, \""capital_relation\"": null, \""capital_frequency\"": null, \""keywords\"": null, \""num_paragraphs\"": null, \""language\"": null, \""let_relation\"": null, \""letter\"": null, \""let_frequency\"": null, \""end_phrase\"": null, \""forbidden_words\"": null, \""keyword\"": null, \""frequency\"": null, \""num_sentences\"": null, \""postscript_marker\"": null, \""first_word\"": null, \""nth_paragraph\"": null}]}""], ""references"": []}","""v0.1.0""","Write an elaborate compliment to Kruger in all lowercase letters and no capital letters. The word hughes should appear less than 2 times. Your response should be at least 100 words.","keywords:frequency|change_case:english_lowercase|length_constraints:number_words","keywords|change_case|length_constraints",3,3,"""[{\""capital_frequency\"": null, \""capital_relation\"": null, \""end_phrase\"": null, \""first_word\"": null, \""forbidden_words\"": null, \""frequency\"": 2, \""keyword\"": \""hughes\"", \""keywords\"": null, \""language\"": null, \""let_frequency\"": null, \""let_relation\"": null, \""letter\"": null, \""nth_paragraph\"": null, \""num_bullets\"": null, \""num_highlights\"": null, \""num_paragraphs\"": null, \""num_placeholders\"": null, \""num_sections\"": null, \""num_sentences\"": null, \""num_words\"": null, \""postscript_marker\"": null, \""prompt_to_repeat\"": null, \""relation\"": \""less than\"", \""section_spliter\"": null}, {\""capital_frequency\"": null, \""capital_relation\"": null, \""end_phrase\"": null, \""first_word\"": null, \""forbidden_words\"": null, \""frequency\"": null, \""keyword\"": null, \""keywords\"": null, \""language\"": null, \""let_frequency\"": null, \""let_relation\"": null, \""letter\"": null, \""nth_paragraph\"": null, \""num_bullets\"": null, \""num_highlights\"": null, \""num_paragraphs\"": null, \""num_placeholders\"": null, \""num_sections\"": null, \""num_sentences\"": null, \""num_words\"": null, \""postscript_marker\"": null, \""prompt_to_repeat\"": null, \""relation\"": null, \""section_spliter\"": null}, {\""capital_frequency\"": null, \""capital_relation\"": null, \""end_phrase\"": null, \""first_word\"": null, \""forbidden_words\"": null, \""frequency\"": null, \""keyword\"": null, \""keywords\"": null, \""language\"": null, \""let_frequency\"": null, \""let_relation\"": null, \""letter\"": null, \""nth_paragraph\"": null, \""num_bullets\"": null, \""num_highlights\"": null, \""num_paragraphs\"": null, \""num_placeholders\"": null, \""num_sections\"": null, \""num_sentences\"": null, \""num_words\"": 100, \""postscript_marker\"": null, \""prompt_to_repeat\"": null, \""relation\"": \""at least\"", \""section_spliter\"": null}]"""
"ifeval","ifeval_20260421T021146Z_381","{""contributor"": {""affiliation"": ""JHU,Stanford"", ""email"": ""hjiang66@jh.edu,"", ""name"": ""Han,CRFM""}, ""ingestion_time"": ""20260421T021146Z"", ""source"": ""IFEval""}","{""input"": [""{\""prompt\"": \""Write a copy for an ad selling a sloop. It's a small sailboat with one mast that's easy to sail and understand. Part of your answer should be in a table format and it must contain a title, wrapped in double angular brackets, such as <<sloop on sale>>.\"", \""instruction_id_list\"": [\""detectable_format:title\""], \""kwargs\"": [{\""num_highlights\"": null, \""relation\"": null, \""num_words\"": null, \""num_placeholders\"": null, \""prompt_to_repeat\"": null, \""num_bullets\"": null, \""section_spliter\"": null, \""num_sections\"": null, \""capital_relation\"": null, \""capital_frequency\"": null, \""keywords\"": null, \""num_paragraphs\"": null, \""language\"": null, \""let_relation\"": null, \""letter\"": null, \""let_frequency\"": null, \""end_phrase\"": null, \""forbidden_words\"": null, \""keyword\"": null, \""frequency\"": null, \""num_sentences\"": null, \""postscript_marker\"": null, \""first_word\"": null, \""nth_paragraph\"": null}]}""], ""references"": []}","""v0.1.0""","Write a copy for an ad selling a sloop. It's a small sailboat with one mast that's easy to sail and understand. Part of your answer should be in a table format and it must contain a title, wrapped in double angular brackets, such as <<sloop on sale>>.","detectable_format:title","detectable_format",1,1,"""[{\""capital_frequency\"": null, \""capital_relation\"": null, \""end_phrase\"": null, \""first_word\"": null, \""forbidden_words\"": null, \""frequency\"": null, \""keyword\"": null, \""keywords\"": null, \""language\"": null, \""let_frequency\"": null, \""let_relation\"": null, \""letter\"": null, \""nth_paragraph\"": null, \""num_bullets\"": null, \""num_highlights\"": null, \""num_paragraphs\"": null, \""num_placeholders\"": null, \""num_sections\"": null, \""num_sentences\"": null, \""num_words\"": null, \""postscript_marker\"": null, \""prompt_to_repeat\"": null, \""relation\"": null, \""section_spliter\"": null}]"""
"ifeval","ifeval_20260421T021146Z_382","{""contributor"": {""affiliation"": ""JHU,Stanford"", ""email"": ""hjiang66@jh.edu,"", ""name"": ""Han,CRFM""}, ""ingestion_time"": ""20260421T021146Z"", ""source"": ""IFEval""}","{""input"": [""{\""prompt\"": \""Give 3 advice to teenagers who are struggling with their identity. Please use the exact format below:\\n\\nadvice 1 ....\\n***\\nadvice 2 ....\\n***\\nadvice 3 ....\"", \""instruction_id_list\"": [\""length_constraints:number_paragraphs\""], \""kwargs\"": [{\""num_highlights\"": null, \""relation\"": null, \""num_words\"": null, \""num_placeholders\"": null, \""prompt_to_repeat\"": null, \""num_bullets\"": null, \""section_spliter\"": null, \""num_sections\"": null, \""capital_relation\"": null, \""capital_frequency\"": null, \""keywords\"": null, \""num_paragraphs\"": 3, \""language\"": null, \""let_relation\"": null, \""letter\"": null, \""let_frequency\"": null, \""end_phrase\"": null, \""forbidden_words\"": null, \""keyword\"": null, \""frequency\"": null, \""num_sentences\"": null, \""postscript_marker\"": null, \""first_word\"": null, \""nth_paragraph\"": null}]}""], ""references"": []}","""v0.1.0""","Give 3 advice to teenagers who are struggling with their identity. Please use the exact format below:

advice 1 ....
***
advice 2 ....
***
advice 3 ....","length_constraints:number_paragraphs","length_constraints",1,1,"""[{\""capital_frequency\"": null, \""capital_relation\"": null, \""end_phrase\"": null, \""first_word\"": null, \""forbidden_words\"": null, \""frequency\"": null, \""keyword\"": null, \""keywords\"": null, \""language\"": null, \""let_frequency\"": null, \""let_relation\"": null, \""letter\"": null, \""nth_paragraph\"": null, \""num_bullets\"": null, \""num_highlights\"": null, \""num_paragraphs\"": 3, \""num_placeholders\"": null, \""num_sections\"": null, \""num_sentences\"": null, \""num_words\"": null, \""postscript_marker\"": null, \""prompt_to_repeat\"": null, \""relation\"": null, \""section_spliter\"": null}]"""
"ifeval","ifeval_20260421T021146Z_383","{""contributor"": {""affiliation"": ""JHU,Stanford"", ""email"": ""hjiang66@jh.edu,"", ""name"": ""Han,CRFM""}, ""ingestion_time"": ""20260421T021146Z"", ""source"": ""IFEval""}","{""input"": [""{\""prompt\"": \""Why do you think Google engineers stay at Google more often than moving to Microsoft? Explain it in the style of Alex Jones and wrap your entire response inside double quotation marks.\"", \""instruction_id_list\"": [\""startend:quotation\""], \""kwargs\"": [{\""num_highlights\"": null, \""relation\"": null, \""num_words\"": null, \""num_placeholders\"": null, \""prompt_to_repeat\"": null, \""num_bullets\"": null, \""section_spliter\"": null, \""num_sections\"": null, \""capital_relation\"": null, \""capital_frequency\"": null, \""keywords\"": null, \""num_paragraphs\"": null, \""language\"": null, \""let_relation\"": null, \""letter\"": null, \""let_frequency\"": null, \""end_phrase\"": null, \""forbidden_words\"": null, \""keyword\"": null, \""frequency\"": null, \""num_sentences\"": null, \""postscript_marker\"": null, \""first_word\"": null, \""nth_paragraph\"": null}]}""], ""references"": []}","""v0.1.0""","Why do you think Google engineers stay at Google more often than moving to Microsoft? Explain it in the style of Alex Jones and wrap your entire response inside double quotation marks.","startend:quotation","startend",1,1,"""[{\""capital_frequency\"": null, \""capital_relation\"": null, \""end_phrase\"": null, \""first_word\"": null, \""forbidden_words\"": null, \""frequency\"": null, \""keyword\"": null, \""keywords\"": null, \""language\"": null, \""let_frequency\"": null, \""let_relation\"": null, \""letter\"": null, \""nth_paragraph\"": null, \""num_bullets\"": null, \""num_highlights\"": null, \""num_paragraphs\"": null, \""num_placeholders\"": null, \""num_sections\"": null, \""num_sentences\"": null, \""num_words\"": null, \""postscript_marker\"": null, \""prompt_to_repeat\"": null, \""relation\"": null, \""section_spliter\"": null}]"""
"ifeval","ifeval_20260421T021146Z_384","{""contributor"": {""affiliation"": ""JHU,Stanford"", ""email"": ""hjiang66@jh.edu,"", ""name"": ""Han,CRFM""}, ""ingestion_time"": ""20260421T021146Z"", ""source"": ""IFEval""}","{""input"": [""{\""prompt\"": \""You feel strongly about a local issue that involves the environment, pollution, and climate change. Write a template for a letter to the editor of a newspaper. Use the word para at least once.\"", \""instruction_id_list\"": [\""keywords:frequency\""], \""kwargs\"": [{\""num_highlights\"": null, \""relation\"": \""at least\"", \""num_words\"": null, \""num_placeholders\"": null, \""prompt_to_repeat\"": null, \""num_bullets\"": null, \""section_spliter\"": null, \""num_sections\"": null, \""capital_relation\"": null, \""capital_frequency\"": null, \""keywords\"": null, \""num_paragraphs\"": null, \""language\"": null, \""let_relation\"": null, \""letter\"": null, \""let_frequency\"": null, \""end_phrase\"": null, \""forbidden_words\"": null, \""keyword\"": \""para\"", \""frequency\"": 1, \""num_sentences\"": null, \""postscript_marker\"": null, \""first_word\"": null, \""nth_paragraph\"": null}]}""], ""references"": []}","""v0.1.0""","You feel strongly about a local issue that involves the environment, pollution, and climate change. Write a template for a letter to the editor of a newspaper. Use the word para at least once.","keywords:frequency","keywords",1,1,"""[{\""capital_frequency\"": null, \""capital_relation\"": null, \""end_phrase\"": null, \""first_word\"": null, \""forbidden_words\"": null, \""frequency\"": 1, \""keyword\"": \""para\"", \""keywords\"": null, \""language\"": null, \""let_frequency\"": null, \""let_relation\"": null, \""letter\"": null, \""nth_paragraph\"": null, \""num_bullets\"": null, \""num_highlights\"": null, \""num_paragraphs\"": null, \""num_placeholders\"": null, \""num_sections\"": null, \""num_sentences\"": null, \""num_words\"": null, \""postscript_marker\"": null, \""prompt_to_repeat\"": null, \""relation\"": \""at least\"", \""section_spliter\"": null}]"""
"ifeval","ifeval_20260421T021146Z_385","{""contributor"": {""affiliation"": ""JHU,Stanford"", ""email"": ""hjiang66@jh.edu,"", ""name"": ""Han,CRFM""}, ""ingestion_time"": ""20260421T021146Z"", ""source"": ""IFEval""}","{""input"": [""{\""prompt\"": \""What are the common signs and symptoms of abdominal and pelvic dissemination of ovarian cancer? Please answer in lower case letters. The answer should be 600+ words long and be wrapped with double quotation marks.\"", \""instruction_id_list\"": [\""startend:quotation\"", \""length_constraints:number_words\"", \""startend:quotation\""], \""kwargs\"": [{\""num_highlights\"": null, \""relation\"": null, \""num_words\"": null, \""num_placeholders\"": null, \""prompt_to_repeat\"": null, \""num_bullets\"": null, \""section_spliter\"": null, \""num_sections\"": null, \""capital_relation\"": null, \""capital_frequency\"": null, \""keywords\"": null, \""num_paragraphs\"": null, \""language\"": null, \""let_relation\"": null, \""letter\"": null, \""let_frequency\"": null, \""end_phrase\"": null, \""forbidden_words\"": null, \""keyword\"": null, \""frequency\"": null, \""num_sentences\"": null, \""postscript_marker\"": null, \""first_word\"": null, \""nth_paragraph\"": null}, {\""num_highlights\"": null, \""relation\"": \""at least\"", \""num_words\"": 600, \""num_placeholders\"": null, \""prompt_to_repeat\"": null, \""num_bullets\"": null, \""section_spliter\"": null, \""num_sections\"": null, \""capital_relation\"": null, \""capital_frequency\"": null, \""keywords\"": null, \""num_paragraphs\"": null, \""language\"": null, \""let_relation\"": null, \""letter\"": null, \""let_frequency\"": null, \""end_phrase\"": null, \""forbidden_words\"": null, \""keyword\"": null, \""frequency\"": null, \""num_sentences\"": null, \""postscript_marker\"": null, \""first_word\"": null, \""nth_paragraph\"": null}, {\""num_highlights\"": null, \""relation\"": null, \""num_words\"": null, \""num_placeholders\"": null, \""prompt_to_repeat\"": null, \""num_bullets\"": null, \""section_spliter\"": null, \""num_sections\"": null, \""capital_relation\"": null, \""capital_frequency\"": null, \""keywords\"": null, \""num_paragraphs\"": null, \""language\"": null, \""let_relation\"": null, \""letter\"": null, \""let_frequency\"": null, \""end_phrase\"": null, \""forbidden_words\"": null, \""keyword\"": null, \""frequency\"": null, \""num_sentences\"": null, \""postscript_marker\"": null, \""first_word\"": null, \""nth_paragraph\"": null}]}""], ""references"": []}","""v0.1.0""","What are the common signs and symptoms of abdominal and pelvic dissemination of ovarian cancer? Please answer in lower case letters. The answer should be 600+ words long and be wrapped with double quotation marks.","startend:quotation|length_constraints:number_words|startend:quotation","startend|length_constraints|startend",3,2,"""[{\""capital_frequency\"": null, \""capital_relation\"": null, \""end_phrase\"": null, \""first_word\"": null, \""forbidden_words\"": null, \""frequency\"": null, \""keyword\"": null, \""keywords\"": null, \""language\"": null, \""let_frequency\"": null, \""let_relation\"": null, \""letter\"": null, \""nth_paragraph\"": null, \""num_bullets\"": null, \""num_highlights\"": null, \""num_paragraphs\"": null, \""num_placeholders\"": null, \""num_sections\"": null, \""num_sentences\"": null, \""num_words\"": null, \""postscript_marker\"": null, \""prompt_to_repeat\"": null, \""relation\"": null, \""section_spliter\"": null}, {\""capital_frequency\"": null, \""capital_relation\"": null, \""end_phrase\"": null, \""first_word\"": null, \""forbidden_words\"": null, \""frequency\"": null, \""keyword\"": null, \""keywords\"": null, \""language\"": null, \""let_frequency\"": null, \""let_relation\"": null, \""letter\"": null, \""nth_paragraph\"": null, \""num_bullets\"": null, \""num_highlights\"": null, \""num_paragraphs\"": null, \""num_placeholders\"": null, \""num_sections\"": null, \""num_sentences\"": null, \""num_words\"": 600, \""postscript_marker\"": null, \""prompt_to_repeat\"": null, \""relation\"": \""at least\"", \""section_spliter\"": null}, {\""capital_frequency\"": null, \""capital_relation\"": null, \""end_phrase\"": null, \""first_word\"": null, \""forbidden_words\"": null, \""frequency\"": null, \""keyword\"": null, \""keywords\"": null, \""language\"": null, \""let_frequency\"": null, \""let_relation\"": null, \""letter\"": null, \""nth_paragraph\"": null, \""num_bullets\"": null, \""num_highlights\"": null, \""num_paragraphs\"": null, \""num_placeholders\"": null, \""num_sections\"": null, \""num_sentences\"": null, \""num_words\"": null, \""postscript_marker\"": null, \""prompt_to_repeat\"": null, \""relation\"": null, \""section_spliter\"": null}]"""
"ifeval","ifeval_20260421T021146Z_386","{""contributor"": {""affiliation"": ""JHU,Stanford"", ""email"": ""hjiang66@jh.edu,"", ""name"": ""Han,CRFM""}, ""ingestion_time"": ""20260421T021146Z"", ""source"": ""IFEval""}","{""input"": [""{\""prompt\"": \""Please provide a short, funny list of ways to pass time at work. End with the exact phrase Is there anything else I can help with?\"", \""instruction_id_list\"": [\""startend:end_checker\""], \""kwargs\"": [{\""num_highlights\"": null, \""relation\"": null, \""num_words\"": null, \""num_placeholders\"": null, \""prompt_to_repeat\"": null, \""num_bullets\"": null, \""section_spliter\"": null, \""num_sections\"": null, \""capital_relation\"": null, \""capital_frequency\"": null, \""keywords\"": null, \""num_paragraphs\"": null, \""language\"": null, \""let_relation\"": null, \""letter\"": null, \""let_frequency\"": null, \""end_phrase\"": \""Is there anything else I can help with?\"", \""forbidden_words\"": null, \""keyword\"": null, \""frequency\"": null, \""num_sentences\"": null, \""postscript_marker\"": null, \""first_word\"": null, \""nth_paragraph\"": null}]}""], ""references"": []}","""v0.1.0""","Please provide a short, funny list of ways to pass time at work. End with the exact phrase Is there anything else I can help with?","startend:end_checker","startend",1,1,"""[{\""capital_frequency\"": null, \""capital_relation\"": null, \""end_phrase\"": \""Is there anything else I can help with?\"", \""first_word\"": null, \""forbidden_words\"": null, \""frequency\"": null, \""keyword\"": null, \""keywords\"": null, \""language\"": null, \""let_frequency\"": null, \""let_relation\"": null, \""letter\"": null, \""nth_paragraph\"": null, \""num_bullets\"": null, \""num_highlights\"": null, \""num_paragraphs\"": null, \""num_placeholders\"": null, \""num_sections\"": null, \""num_sentences\"": null, \""num_words\"": null, \""postscript_marker\"": null, \""prompt_to_repeat\"": null, \""relation\"": null, \""section_spliter\"": null}]"""
"ifeval","ifeval_20260421T021146Z_387","{""contributor"": {""affiliation"": ""JHU,Stanford"", ""email"": ""hjiang66@jh.edu,"", ""name"": ""Han,CRFM""}, ""ingestion_time"": ""20260421T021146Z"", ""source"": ""IFEval""}","{""input"": [""{\""prompt\"": \""Explain to me how to ride a bike like I am a kid. Also, do not include the keywords \\\""slow\\\"", \\\""like\\\"" and \\\""kid\\\"".\"", \""instruction_id_list\"": [\""keywords:forbidden_words\""], \""kwargs\"": [{\""num_highlights\"": null, \""relation\"": null, \""num_words\"": null, \""num_placeholders\"": null, \""prompt_to_repeat\"": null, \""num_bullets\"": null, \""section_spliter\"": null, \""num_sections\"": null, \""capital_relation\"": null, \""capital_frequency\"": null, \""keywords\"": null, \""num_paragraphs\"": null, \""language\"": null, \""let_relation\"": null, \""letter\"": null, \""let_frequency\"": null, \""end_phrase\"": null, \""forbidden_words\"": [\""slow\"", \""like\"", \""kid\""], \""keyword\"": null, \""frequency\"": null, \""num_sentences\"": null, \""postscript_marker\"": null, \""first_word\"": null, \""nth_paragraph\"": null}]}""], ""references"": []}","""v0.1.0""","Explain to me how to ride a bike like I am a kid. Also, do not include the keywords ""slow"", ""like"" and ""kid"".","keywords:forbidden_words","keywords",1,1,"""[{\""capital_frequency\"": null, \""capital_relation\"": null, \""end_phrase\"": null, \""first_word\"": null, \""forbidden_words\"": [\""slow\"", \""like\"", \""kid\""], \""frequency\"": null, \""keyword\"": null, \""keywords\"": null, \""language\"": null, \""let_frequency\"": null, \""let_relation\"": null, \""letter\"": null, \""nth_paragraph\"": null, \""num_bullets\"": null, \""num_highlights\"": null, \""num_paragraphs\"": null, \""num_placeholders\"": null, \""num_sections\"": null, \""num_sentences\"": null, \""num_words\"": null, \""postscript_marker\"": null, \""prompt_to_repeat\"": null, \""relation\"": null, \""section_spliter\"": null}]"""
"ifeval","ifeval_20260421T021146Z_388","{""contributor"": {""affiliation"": ""JHU,Stanford"", ""email"": ""hjiang66@jh.edu,"", ""name"": ""Han,CRFM""}, ""ingestion_time"": ""20260421T021146Z"", ""source"": ""IFEval""}","{""input"": [""{\""prompt\"": \""Can you tell me why there are oval race tracks in the desert? Please rewrite the answer to make it more concise and include the word \\\""desert\\\"" in the answer. Make sure the answer contains exactly 3 bullet points in markdown format.\"", \""instruction_id_list\"": [\""detectable_format:number_bullet_lists\""], \""kwargs\"": [{\""num_highlights\"": null, \""relation\"": null, \""num_words\"": null, \""num_placeholders\"": null, \""prompt_to_repeat\"": null, \""num_bullets\"": 3, \""section_spliter\"": null, \""num_sections\"": null, \""capital_relation\"": null, \""capital_frequency\"": null, \""keywords\"": null, \""num_paragraphs\"": null, \""language\"": null, \""let_relation\"": null, \""letter\"": null, \""let_frequency\"": null, \""end_phrase\"": null, \""forbidden_words\"": null, \""keyword\"": null, \""frequency\"": null, \""num_sentences\"": null, \""postscript_marker\"": null, \""first_word\"": null, \""nth_paragraph\"": null}]}""], ""references"": []}","""v0.1.0""","Can you tell me why there are oval race tracks in the desert? Please rewrite the answer to make it more concise and include the word ""desert"" in the answer. Make sure the answer contains exactly 3 bullet points in markdown format.","detectable_format:number_bullet_lists","detectable_format",1,1,"""[{\""capital_frequency\"": null, \""capital_relation\"": null, \""end_phrase\"": null, \""first_word\"": null, \""forbidden_words\"": null, \""frequency\"": null, \""keyword\"": null, \""keywords\"": null, \""language\"": null, \""let_frequency\"": null, \""let_relation\"": null, \""letter\"": null, \""nth_paragraph\"": null, \""num_bullets\"": 3, \""num_highlights\"": null, \""num_paragraphs\"": null, \""num_placeholders\"": null, \""num_sections\"": null, \""num_sentences\"": null, \""num_words\"": null, \""postscript_marker\"": null, \""prompt_to_repeat\"": null, \""relation\"": null, \""section_spliter\"": null}]"""
