"item_id","empirical_accuracy","alpha","loading_factor_1","loading_factor_2","loading_factor_3","benchmark","schema_version","prompt_type","question_text","reference_text","category","source","question_snippet","question_length_words","numeric_tokens","is_instruction","is_science","is_mmlu_pro","quantitative_symbolic","negation_exception","mechanism_causal","long_context","short_direct","instruction_constraints","primary_semantic"
"ifeval_20260421T021146Z_200",0.90983606557377,1.44939613870939,0.335829722913021,0,0.266266555697956,"ifeval","""v0.1.0""","instruction_prompt","Write a blog post about the best way to get a good night's sleep with at least 400 words.",NA,NA,NA,"Write a blog post about the best way to get a good night's sleep with at least 400 words.",19,1,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,"instruction/constraint following"
"ifeval_20260421T021146Z_201",0.877049180327869,1.4857485212835,1.02716519003186,0,0,"ifeval","""v0.1.0""","instruction_prompt","Write a 200 word essay on the 2000 presidential election. The title should be wrapped in double angular brackets, i.e. <<title>>.",NA,NA,NA,"Write a 200 word essay on the 2000 presidential election. The title should be wrapped in double angular brackets, i.e. <<title>>.",21,2,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"instruction/constraint following"
"ifeval_20260421T021146Z_202",0.754098360655738,0.626175496200604,1.20861418753459,0,0,"ifeval","""v0.1.0""","instruction_prompt","What kind of fashion would Frankenstein's bride wear? Make your answer weird or interesting and use only lowercase letters. Your answer must contain exactly 3 bullet points using the markdown bullet points format, such as: * Bullet point 1",NA,NA,NA,"What kind of fashion would Frankenstein's bride wear? Make your answer weird or interesting and use only lowercase letters. Your answer must contain exactly 3 bullet points using the markdown bullet points format, such as: * Bullet point 1",39,2,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"instruction/constraint following"
"ifeval_20260421T021146Z_203",0.860655737704918,1.25054735925504,0.0999009294635063,0,0.53833320925337,"ifeval","""v0.1.0""","instruction_prompt","Complete the following sentence with the letter l appearing at least 6 times: ""The panda is a big animal. It is black and white. It eats bamboo.""",NA,NA,NA,"Complete the following sentence with the letter l appearing at least 6 times: ""The panda is a big animal. It is black and white. It eats bamboo.""",27,1,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,"instruction/constraint following"
"ifeval_20260421T021146Z_204",0.59016393442623,-0.0305233482800173,0.857984987862173,0,0.368649952945681,"ifeval","""v0.1.0""","instruction_prompt","Write a rap for moms about the pros and cons of breast feeding versus formula. The rap song should have exactly 3 paragraphs each separated by *** and exactly 3 bullet points in markdown format.",NA,NA,NA,"Write a rap for moms about the pros and cons of breast feeding versus formula. The rap song should have exactly 3 paragraphs each separated by *** and exactly 3 bullet points in markdown format.",35,2,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"instruction/constraint following"
"ifeval_20260421T021146Z_205",0.901639344262295,1.36255746397247,0.561450101068602,0,0,"ifeval","""v0.1.0""","instruction_prompt","Write a short and funny joke about a guy who works at the IRS. Include at least one placeholder represented by square brackets.",NA,NA,NA,"Write a short and funny joke about a guy who works at the IRS. Include at least one placeholder represented by square brackets.",23,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,"instruction/constraint following"
"ifeval_20260421T021146Z_206",0.975409836065574,1.99569570147454,0.225483043029297,0,0,"ifeval","""v0.1.0""","instruction_prompt","Compose a song with at least three sentences that can be sung by a professional singer in the style of a 1930s jazz standard. Include the keywords ""rate"" and ""rte"".",NA,NA,NA,"Compose a song with at least three sentences that can be sung by a professional singer in the style of a 1930s jazz standard. Include the keywords ""rate"" and ""rte"".",30,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,"instruction/constraint following"
"ifeval_20260421T021146Z_207",0.819672131147541,1.0505177895778,0.950519754923416,0,0.11231730747846,"ifeval","""v0.1.0""","instruction_prompt","Write a proposal for a new university course on ""The History of the World, as Told by Dogs."" Make sure the word predatory appears at least twice in the proposal.",NA,NA,NA,"Write a proposal for a new university course on ""The History of the World, as Told by Dogs."" Make sure the word predatory appears at least twice in the proposal.",30,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,"instruction/constraint following"
"ifeval_20260421T021146Z_208",0.991803278688525,2.40003637705108,0,0,0,"ifeval","""v0.1.0""","instruction_prompt","""I'm sorry to inform you that I can't make it to the meeting today. I apologize for any inconvenience this may cause."" Please expand it into at least 5 sentences. Do not use the words reschedule or free.",NA,NA,NA,"""I'm sorry to inform you that I can't make it to the meeting today. I apologize for any inconvenience this may cause."" Please expand it into at least 5 sentences. Do not use the words reschedule or free.",38,1,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,"instruction/constraint following"
"ifeval_20260421T021146Z_209",0.926229508196721,1.61524660246919,0.631724517888168,0,0,"ifeval","""v0.1.0""","instruction_prompt","What are the main differences between the Adventist and Baptist denominations? Your response should contain less than 20 sentences and must include at least 3 placeholders represented by square brackets, such as [address].",NA,NA,NA,"What are the main differences between the Adventist and Baptist denominations? Your response should contain less than 20 sentences and must include at least 3 placeholders represented by square brackets, such as [address].",33,2,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,"instruction/constraint following"
"ifeval_20260421T021146Z_21",0.737704918032787,0.529255732090653,1.38283675112719,0,0,"ifeval","""v0.1.0""","instruction_prompt","Given the sentence ""It is unclear how much of this money is actually being spent on children"", is the sentiment positive or negative? The very last sentence of your response should be ""Is there anything else I can help with?"".",NA,NA,NA,"Given the sentence ""It is unclear how much of this money is actually being spent on children"", is the sentiment positive or negative? The very last sentence of your response should be ""Is there anything else I can help with?"".",40,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"instruction/constraint following"
"ifeval_20260421T021146Z_210",0.885245901639344,1.30377097253671,0.669047948676234,0,0,"ifeval","""v0.1.0""","instruction_prompt","Write a product description for a new line of dog toys, called ""the squeaker"". It's made of latex, and is designed for dogs of all ages and species. It's also available in a variety of colors and shapes. The response must contain at least 3 placeholders represented by square brackets, such as [address], [name], and [phone number].",NA,NA,NA,"Write a product description for a new line of dog toys, called ""the squeaker"". It's made of latex, and is designed for dogs of all ages and species. It's also available in a variety of colors and shapes. The response must contain at least 3 placeholders represented by square brackets, such as [address], [name], and [phone number].",57,1,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,"instruction/constraint following"
"ifeval_20260421T021146Z_211",0.967213114754098,1.96075966513729,0,0,0.26340217871112,"ifeval","""v0.1.0""","instruction_prompt","Why didn't the 2022 winter olympics have the best ratings? Make sure to include the letter y at least 5 times, and include the keywords talented and tianjin.",NA,NA,NA,"Why didn't the 2022 winter olympics have the best ratings? Make sure to include the letter y at least 5 times, and include the keywords talented and tianjin.",28,2,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,"instruction/constraint following"
"ifeval_20260421T021146Z_212",0.89344262295082,1.41360791689844,0.728146967233876,0,0,"ifeval","""v0.1.0""","instruction_prompt","Plan a 12-day trip to Italy for professionals in finance, including Rome, Florence, and Venice. Make it in a format of a list with at least one placeholder, such as [address]. The response must be in English and all lowercase letters.",NA,NA,NA,"Plan a 12-day trip to Italy for professionals in finance, including Rome, Florence, and Venice. Make it in a format of a list with at least one placeholder, such as [address]. The response must be in English and all lowercase letters.",41,1,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,"instruction/constraint following"
"ifeval_20260421T021146Z_213",0.819672131147541,1.22450922911736,0.811475135584615,0,0.61586679267319,"ifeval","""v0.1.0""","instruction_prompt","Explain the difference between a city and a village in a rap style to a kid. The words with all capital letters should appear at least 10 times. Put the response into at least 5 sections, separated using 3 asterisks ***.",NA,NA,NA,"Explain the difference between a city and a village in a rap style to a kid. The words with all capital letters should appear at least 10 times. Put the response into at least 5 sections, separated using 3 asterisks ***.",41,3,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,"instruction/constraint following"
"ifeval_20260421T021146Z_214",0.770491803278688,0.775363325621124,1.38064811592648,0,0,"ifeval","""v0.1.0""","instruction_prompt","Do you think Kareena Kapoor is a good actor? Wrap your response with double quotation marks.",NA,NA,NA,"Do you think Kareena Kapoor is a good actor? Wrap your response with double quotation marks.",16,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"instruction/constraint following"
"ifeval_20260421T021146Z_215",0.213114754098361,-1.18311050888734,0.518273104420403,0,0.366790864352323,"ifeval","""v0.1.0""","instruction_prompt","When giving a class/lecture to students, rewrite ""You should use a different font."" in a passive aggressive tone. First repeat the first line word for word without change, then give your answer. Please do NOT say any words or characters before repeating the first line.",NA,NA,NA,"When giving a class/lecture to students, rewrite ""You should use a different font."" in a passive aggressive tone. First repeat the first line word for word without change, then give your answer. Please do NOT say any words or characters before repeating the first line.",45,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,"instruction/constraint following"
"ifeval_20260421T021146Z_216",0.704918032786885,0.366744063161413,1.06344792787346,0,0,"ifeval","""v0.1.0""","instruction_prompt","Write a list of instructions for a dog trainer to teach a dog to sit, stay, and fetch. Your list should contain exactly 3 bullet points in the markdown format such as: * Bullet point 1 * Bullet point 2",NA,NA,NA,"Write a list of instructions for a dog trainer to teach a dog to sit, stay, and fetch. Your list should contain exactly 3 bullet points in the markdown format such as: * Bullet point 1 * Bullet point 2",40,3,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"instruction/constraint following"
"ifeval_20260421T021146Z_217",0.770491803278688,0.706102241947949,0.322847935924858,0.111302413060908,-0.176905152297818,"ifeval","""v0.1.0""","instruction_prompt","Here is the summary of a research paper on the effect of VHF radio waves on a certain type of bacteria: ""Our results show that VHF radio waves have no effect on the growth of bacteria."" Can you help me rewrite this summary in a more formal way, using APA format? Do not use words ""ours"" or ""have"".",NA,NA,NA,"Here is the summary of a research paper on the effect of VHF radio waves on a certain type of bacteria: ""Our results show that VHF radio waves have no effect on the growth of bacteria."" Can you help me rewrite this summary in a more formal way, using APA format? Do not use words ""ours"" or ""have"".",58,0,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,"instruction/constraint following"
"ifeval_20260421T021146Z_218",0.663934426229508,0.0816605189277896,1.29526780613609,0,0,"ifeval","""v0.1.0""","instruction_prompt","Write an academic proposal to a customer who's interested in implementing a new feature for their product. Put double quotes around your entire response.",NA,NA,NA,"Write an academic proposal to a customer who's interested in implementing a new feature for their product. Put double quotes around your entire response.",24,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"instruction/constraint following"
"ifeval_20260421T021146Z_219",0.663934426229508,0.156105999146269,1.03477940114572,0,0,"ifeval","""v0.1.0""","instruction_prompt","I am a clutches sales specialist with 10 years of experience working in the automotive industry. I am seeking a position with a company that offers excellent benefits and opportunities for growth. Can you please write a two paragraph story about me? Make sure that the first paragraph starts with the word ""realising"" and that each paragraph is separated by two new lines.",NA,NA,NA,"I am a clutches sales specialist with 10 years of experience working in the automotive industry. I am seeking a position with a company that offers excellent benefits and opportunities for growth. Can you please write a two paragraph story about me? Make sure that the first paragraph starts with the word ""realising"" and that each paragraph is separated by tw",63,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,"instruction/constraint following"
"ifeval_20260421T021146Z_22",0.90983606557377,1.42006059033709,0.257200948367389,0,0.25925640671259,"ifeval","""v0.1.0""","instruction_prompt","Write a short startup pitch for a new kind of ice cream called ""Sunnis ice cream"". The ice cream should be gentle on the stomach. Contain 6 or more exclamation marks ""!"" in your response. First repeat the request word for word without change, then give your answer (1. do not say any words or characters before repeating the request; 2. the request you need to repeat does not include this sentence)",NA,NA,NA,"Write a short startup pitch for a new kind of ice cream called ""Sunnis ice cream"". The ice cream should be gentle on the stomach. Contain 6 or more exclamation marks ""!"" in your response. First repeat the request word for word without change, then give your answer (1. do not say any words or characters before repeating the request; 2. the request you need to",72,3,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,"instruction/constraint following"
"ifeval_20260421T021146Z_220",0.713114754098361,0.478850101638579,0.88509873945298,0,0.248894990815187,"ifeval","""v0.1.0""","instruction_prompt","Write a detailed proposal in list format for the university's ethics board for a research project that investigates the effect of eye colour on the likelihood of being a successful salesperson. Remember that the customer is always right. Your entire response should be in English, and in all lowercase letters. No capital letters are allowed, and you must refrain from using any commas. At the end of your response, please explicitly add a postscript starting with P.P.S",NA,NA,NA,"Write a detailed proposal in list format for the university's ethics board for a research project that investigates the effect of eye colour on the likelihood of being a successful salesperson. Remember that the customer is always right. Your entire response should be in English, and in all lowercase letters. No capital letters are allowed, and you must refr",77,0,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,"instruction/constraint following"
"ifeval_20260421T021146Z_221",0.639344262295082,0.959488702287702,0,1.2249181570369,-0.362484134119815,"ifeval","""v0.1.0""","instruction_prompt","what is the difference between a levee and an embankment? Please respond to me only in Korean.",NA,NA,NA,"what is the difference between a levee and an embankment? Please respond to me only in Korean.",17,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"instruction/constraint following"
"ifeval_20260421T021146Z_222",0.901639344262295,1.49587438797785,0.766034750994532,0,0,"ifeval","""v0.1.0""","instruction_prompt","A sales pitch for moms is needed for a new kind of diaper that is designed to be more comfortable for babies. The sales pitch should be 500 words long, funny, engaging, and focus on the benefits of the new diaper without mentioning the price. It must also contain a title, wrapped in double angular brackets, i.e. <<title>>.",NA,NA,NA,"A sales pitch for moms is needed for a new kind of diaper that is designed to be more comfortable for babies. The sales pitch should be 500 words long, funny, engaging, and focus on the benefits of the new diaper without mentioning the price. It must also contain a title, wrapped in double angular brackets, i.e. <<title>>.",58,1,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,"instruction/constraint following"
"ifeval_20260421T021146Z_223",0.89344262295082,1.43757661356665,0.78484642466427,0,0,"ifeval","""v0.1.0""","instruction_prompt","Make this text weird: ""The new version of the app will be available in the App Store soon. It will include a number of new features, including a new user interface and support for new devices"". Don't use any commas. Highlight at least 2 sections in your answer with markdown, i.e. *highlighted section*.",NA,NA,NA,"Make this text weird: ""The new version of the app will be available in the App Store soon. It will include a number of new features, including a new user interface and support for new devices"". Don't use any commas. Highlight at least 2 sections in your answer with markdown, i.e. *highlighted section*.",53,1,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,"instruction/constraint following"
"ifeval_20260421T021146Z_224",0.754098360655738,0.625346576224581,1.18566635302557,0,0,"ifeval","""v0.1.0""","instruction_prompt","Rewrite the sentence: ""I flung my hatred into the burning fire."" Put your entire response in double quotation marks.",NA,NA,NA,"Rewrite the sentence: ""I flung my hatred into the burning fire."" Put your entire response in double quotation marks.",19,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"instruction/constraint following"
"ifeval_20260421T021146Z_225",0.877049180327869,1.19772636759054,0.66520440288879,0,-0.344770742257141,"ifeval","""v0.1.0""","instruction_prompt","Who built the first artificial ice rink? Please include the keys (1) Name (2) Location and (3) Year. Use less than 150 words.",NA,NA,NA,"Who built the first artificial ice rink? Please include the keys (1) Name (2) Location and (3) Year. Use less than 150 words.",23,4,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"instruction/constraint following"
"ifeval_20260421T021146Z_226",0.885245901639344,1.25251738569114,0.36914656206554,0.0143623698179105,0.18326499832906,"ifeval","""v0.1.0""","instruction_prompt","I AM EASY TO GET INTO BUT HARD TO GET OUT OF. I AM INVITING AND EXCITING BUT MANY PEOPLE ARE AFRAID OF ME. I AM WHERE YOU NEED TO BE BUT YOU MAY NOT WANT TO STAY THERE. I MAY BE A MYSTERY BUT I AM SURE YOU CAN GUESS ME. WHAT AM I? Please do not use any commas in your response.",NA,NA,NA,"I AM EASY TO GET INTO BUT HARD TO GET OUT OF. I AM INVITING AND EXCITING BUT MANY PEOPLE ARE AFRAID OF ME. I AM WHERE YOU NEED TO BE BUT YOU MAY NOT WANT TO STAY THERE. I MAY BE A MYSTERY BUT I AM SURE YOU CAN GUESS ME. WHAT AM I? Please do not use any commas in your response.",64,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,"instruction/constraint following"
"ifeval_20260421T021146Z_227",0.80327868852459,0.981189975905847,0.790423353769767,0,0.356812026504932,"ifeval","""v0.1.0""","instruction_prompt","I want to travel to the Subic Bay Freeport Zone, which subdistrict should I stay in? Give me an angry recommendation. Answer with at least 400 words. In your response, the word climatic should appear at least 2 times. The response must contain at least 3 placeholders represented by square brackets, such as [address].",NA,NA,NA,"I want to travel to the Subic Bay Freeport Zone, which subdistrict should I stay in? Give me an angry recommendation. Answer with at least 400 words. In your response, the word climatic should appear at least 2 times. The response must contain at least 3 placeholders represented by square brackets, such as [address].",54,3,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,"instruction/constraint following"
"ifeval_20260421T021146Z_228",0.180327868852459,-1.28307992333056,0,1.07492371233537,0,"ifeval","""v0.1.0""","instruction_prompt","Write an essay about Alvin and the Chipmunks in English and in all capital letters.",NA,NA,NA,"Write an essay about Alvin and the Chipmunks in English and in all capital letters.",15,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"instruction/constraint following"
"ifeval_20260421T021146Z_23",0.122950819672131,-1.507368607652,0.23101942738178,0,0.611580343602307,"ifeval","""v0.1.0""","instruction_prompt","Write a logic quiz for teenagers about a chesterfield. In your entire response, the letter t should appear at most once.",NA,NA,NA,"Write a logic quiz for teenagers about a chesterfield. In your entire response, the letter t should appear at most once.",21,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"instruction/constraint following"
"ifeval_20260421T021146Z_230",0.852459016393443,1.1222581674746,0.781591403353442,0,0,"ifeval","""v0.1.0""","instruction_prompt","Write a template for a workshop on the importance of diversity in the workplace and highlight at least 3 sections with markdown, i.e. *highlighted section*.",NA,NA,NA,"Write a template for a workshop on the importance of diversity in the workplace and highlight at least 3 sections with markdown, i.e. *highlighted section*.",25,1,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,"instruction/constraint following"
"ifeval_20260421T021146Z_231",0.811475409836066,0.893651558533395,0.649106744196256,0,0.094059024809912,"ifeval","""v0.1.0""","instruction_prompt","Write a freestyle rap about the president of the united states. The letter q should show up at least 4 times.",NA,NA,NA,"Write a freestyle rap about the president of the united states. The letter q should show up at least 4 times.",21,1,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,"instruction/constraint following"
"ifeval_20260421T021146Z_232",0.475409836065574,-0.0655318788772702,0.011848550606582,0,0,"ifeval","""v0.1.0""","instruction_prompt","Write a template with less than 7 sentences for how to calculate the offset of an element in an array.",NA,NA,NA,"Write a template with less than 7 sentences for how to calculate the offset of an element in an array.",20,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"instruction/constraint following"
"ifeval_20260421T021146Z_233",0.770491803278688,0.768348128889275,1.32527002932915,0,0,"ifeval","""v0.1.0""","instruction_prompt","What is multivariate analysis? Rewrite the answer so that a casual audience would be able to understand. Please end your response with ""Is there anything else I can help with?"" and no other words should follow this statement.",NA,NA,NA,"What is multivariate analysis? Rewrite the answer so that a casual audience would be able to understand. Please end your response with ""Is there anything else I can help with?"" and no other words should follow this statement.",38,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"instruction/constraint following"
"ifeval_20260421T021146Z_234",0.926229508196721,1.58930947545384,0.590751583024912,0,0,"ifeval","""v0.1.0""","instruction_prompt","I have a golden retriever and a poodle. Is the poodle bigger than the golden retriever? Choose from the following: ('My answer is yes.', 'My answer is no.', 'My answer is maybe.') -- please include the exact phrase in your response.",NA,NA,NA,"I have a golden retriever and a poodle. Is the poodle bigger than the golden retriever? Choose from the following: ('My answer is yes.', 'My answer is no.', 'My answer is maybe.') -- please include the exact phrase in your response.",41,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,"instruction/constraint following"
"ifeval_20260421T021146Z_235",0.754098360655738,0.640774974835693,0.186617004488123,0,-0.0208366138121283,"ifeval","""v0.1.0""","instruction_prompt","11 results have an average of 51. The first five have an average of 49, and the last nine have an average of 52. What was the sixth result? Use weird language when explaining using mathematical notation. And add a postscript starting with P.P.S at the end.",NA,NA,NA,"11 results have an average of 51. The first five have an average of 49, and the last nine have an average of 52. What was the sixth result? Use weird language when explaining using mathematical notation. And add a postscript starting with P.P.S at the end.",47,4,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,"instruction/constraint following"
"ifeval_20260421T021146Z_237",0.721311475409836,0.545222379856408,1.10969766595821,0,0.30687130723585,"ifeval","""v0.1.0""","instruction_prompt","Can you tell me about the Hamptons? Your answer must be at least 300 words, must contain at least 3 placeholders represented by square brackets, such as [address] and exactly 2 bullet points using the markdown bullet points such as: * Bullet point 1 * Bullet point 2",NA,NA,NA,"Can you tell me about the Hamptons? Your answer must be at least 300 words, must contain at least 3 placeholders represented by square brackets, such as [address] and exactly 2 bullet points using the markdown bullet points such as: * Bullet point 1 * Bullet point 2",48,5,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,"instruction/constraint following"
"ifeval_20260421T021146Z_238",0.778688524590164,0.727391920717134,0.533219805074328,0,0.132847437242218,"ifeval","""v0.1.0""","instruction_prompt","Breach Posterior is a startup that has a cure for cancer. Write a casual pitch deck for it that's targeted towards moms. Make sure to use the word ""clearly"" at least 2 times.",NA,NA,NA,"Breach Posterior is a startup that has a cure for cancer. Write a casual pitch deck for it that's targeted towards moms. Make sure to use the word ""clearly"" at least 2 times.",33,1,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,"instruction/constraint following"
"ifeval_20260421T021146Z_239",0.295081967213115,-0.610903536472827,0,1.27529533010154,0,"ifeval","""v0.1.0""","instruction_prompt","Write a lame joke about engagements in entirely Swahili, no other language is allowed.",NA,NA,NA,"Write a lame joke about engagements in entirely Swahili, no other language is allowed.",14,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"instruction/constraint following"
"ifeval_20260421T021146Z_24",0.827868852459016,1.05429987744323,0.70209866346292,0,0.247277278984811,"ifeval","""v0.1.0""","instruction_prompt","Write a 4 section resume for professional clown Phil Larkin. Each section should be explicitly noted as Section X.",NA,NA,NA,"Write a 4 section resume for professional clown Phil Larkin. Each section should be explicitly noted as Section X.",19,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"instruction/constraint following"
"ifeval_20260421T021146Z_240",0.950819672131147,1.83084448195367,0.247492866743935,0,0.304768920249285,"ifeval","""v0.1.0""","instruction_prompt","Write a casual blog post about how the outer solar system is different from the inner solar system, and what that means for the possibility of life. Wrap your entire response with double quotation marks. Your response should contain 17 or more sentences.",NA,NA,NA,"Write a casual blog post about how the outer solar system is different from the inner solar system, and what that means for the possibility of life. Wrap your entire response with double quotation marks. Your response should contain 17 or more sentences.",43,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,"instruction/constraint following"
"ifeval_20260421T021146Z_241",0.926229508196721,1.55162846628551,0.540003268864225,0,0,"ifeval","""v0.1.0""","instruction_prompt","Write an essay as if you are the president of the United States targeting moms as your audience. The subject is how the float from the movie ""It"" symbolizes the spirit of the nineteen-fifties. The response must contain at least 1 placeholders represented by square brackets, such as [address].",NA,NA,NA,"Write an essay as if you are the president of the United States targeting moms as your audience. The subject is how the float from the movie ""It"" symbolizes the spirit of the nineteen-fifties. The response must contain at least 1 placeholders represented by square brackets, such as [address].",49,1,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,"instruction/constraint following"
"ifeval_20260421T021146Z_242",0.770491803278688,0.773824277976801,1.28928391593614,0,0.0339030933441606,"ifeval","""v0.1.0""","instruction_prompt","First repeat the request below word for word without change, then give your answer. Do not say any words or characters before repeating the request. Write a good name for a black dog. Your answer must contain a title, wrapped in double angular brackets.",NA,NA,NA,"First repeat the request below word for word without change, then give your answer. Do not say any words or characters before repeating the request. Write a good name for a black dog. Your answer must contain a title, wrapped in double angular brackets.",44,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,"instruction/constraint following"
"ifeval_20260421T021146Z_243",0.286885245901639,-0.682721881223829,0,1.27620675195678,0,"ifeval","""v0.1.0""","instruction_prompt","Tell a joke that has the words thursday and amalgamation in it, but use Swahili language only, no other language is allowed.",NA,NA,NA,"Tell a joke that has the words thursday and amalgamation in it, but use Swahili language only, no other language is allowed.",22,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"instruction/constraint following"
"ifeval_20260421T021146Z_244",0.770491803278688,0.772063726585664,0.370618830692216,0,0.380786685434269,"ifeval","""v0.1.0""","instruction_prompt","Why are there 396 calories in a serving of 32 grams of unsalted almonds? Do not use commas in your response.",NA,NA,NA,"Why are there 396 calories in a serving of 32 grams of unsalted almonds? Do not use commas in your response.",21,2,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,"instruction/constraint following"
"ifeval_20260421T021146Z_245",0.770491803278688,0.730227137360676,0.991677185518843,0.0367232299412933,0,"ifeval","""v0.1.0""","instruction_prompt","Name exactly 3 names for a black and white dog using markdown bullet points such as: * Bullet point 1",NA,NA,NA,"Name exactly 3 names for a black and white dog using markdown bullet points such as: * Bullet point 1",20,2,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"instruction/constraint following"
"ifeval_20260421T021146Z_246",0.901639344262295,1.56744966245604,0.172372223782041,0,0.573564088171753,"ifeval","""v0.1.0""","instruction_prompt","Write a funny advertisement for a hair salon that is offering a 25% discount on all services that has at least 200 words.",NA,NA,NA,"Write a funny advertisement for a hair salon that is offering a 25% discount on all services that has at least 200 words.",23,2,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,"instruction/constraint following"
"ifeval_20260421T021146Z_247",0.786885245901639,0.886540612155619,0.633377197845599,0,0.436302806629669,"ifeval","""v0.1.0""","instruction_prompt","Write a riddle about a mom laying out on a beach in Humboldt without using any commas.",NA,NA,NA,"Write a riddle about a mom laying out on a beach in Humboldt without using any commas.",17,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"instruction/constraint following"
"ifeval_20260421T021146Z_248",0.721311475409836,0.536727427189569,0.523623062201273,0,0.232635239441709,"ifeval","""v0.1.0""","instruction_prompt","Write a startup pitch for a time capsule service. The words startup and capsule cannot be in the response.",NA,NA,NA,"Write a startup pitch for a time capsule service. The words startup and capsule cannot be in the response.",19,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,"instruction/constraint following"
