"item_id","empirical_accuracy","benchmark","primary_semantic","question_snippet","F1","F2","F3","strongest_factor","max_abs_loading","n_active_factors","active_pattern"
"ifeval_20260421T021146Z_149",0.885245901639344,"ifeval","instruction/constraint following","Explain to a group of elementary school students why we have seasons. You should add a postscript starting with P.S. at the end of your response.",0.914656032465898,0,0,"F1",0.914656032465898,1,"100"
"ifeval_20260421T021146Z_480",0.868852459016393,"ifeval","instruction/constraint following","I want to start a garden for veggies and flowers in my small backyard. Can you give me some advice on how to water my plants? Have at least 3 italic text sections, such as: *italic text 1*, *italic text 2*, etc. Make your reply short -- the whole reply should contain less than 40 words.",0.913651939661041,0,0,"F1",0.913651939661041,1,"100"
"ifeval_20260421T021146Z_436",0.60655737704918,"ifeval","instruction/constraint following","First repeat the request below word for word without change, then give your answer. Do not say any words or characters before repeating the request. Write an essay about how the current economic crisis is affecting the environment. In your essay, include the keywords: ""climate"", ""energy"", and ""green"". Make sure your entire response is in Hindi, no other lang",0.912549429125214,0,0.415156795781279,"F1",0.912549429125214,1,"100"
"ifeval_20260421T021146Z_433",0.770491803278688,"ifeval","instruction/constraint following","Write cover letters for a job application. It is for an assistant professor position. Provide exactly two versions and separate them with six asterisk symbols: Cover letter version 1 ****** Cover letter version 2 Also, refrain from using commas in your response.",0.912308702816605,0,0.527889974874005,"F1",0.912308702816605,2,"101"
"ifeval_20260421T021146Z_13",0.704918032786885,"ifeval","instruction/constraint following","Write a detailed review of the movie ""The Social Network"". Your entire response should be in English and all lower case (no capital letters whatsoever).",0.911331683048881,0,0,"F1",0.911331683048881,1,"100"
"ifeval_20260421T021146Z_73",0.655737704918033,"ifeval","instruction/constraint following","Write a planning doc for a software engineer task. Follow the exact format below: Part 1. Task Summary [put details here] *** Part 2. Motivation [put details here] *** Part 3. Milestone objectives [put details here] *** Part 4. Timeline [put details here] *** Part 5. Doc history [put details here]",0.911057569928764,0,0.407780132831545,"F1",0.911057569928764,1,"100"
"ifeval_20260421T021146Z_371",0.713114754098361,"ifeval","instruction/constraint following","Write a rubric for rating how good a teenager's essay is. Give your final summary, following 6 asterisk symbols (******).",0.909462521220425,0,0,"F1",0.909462521220425,1,"100"
"ifeval_20260421T021146Z_401",0.868852459016393,"ifeval","instruction/constraint following","Write a quiz about bits that includes the word elephant at least 3 times.",0.907213941265988,0,0,"F1",0.907213941265988,1,"100"
"ifeval_20260421T021146Z_378",0.860655737704918,"ifeval","instruction/constraint following","Write me a letter in the style of Shakespeare about the mandates and instructions of the King. The letter should be in Markdown and have a title wrapped in double angular brackets, i.e. <<title>>.",0.902956221483834,0,0,"F1",0.902956221483834,1,"100"
"ifeval_20260421T021146Z_446",0.80327868852459,"ifeval","instruction/constraint following","Hi, I'm looking for two Tamil movies to watch. Please recommend exactly two movies. Separated them by 6 asterisk symbols, like below: [Movie 1] [Description] ****** [Movie 2] [Description] Your entire response should be entirely in Tamil, no other language is allowed, and should not contain any commas.",0.900779393990618,0,0,"F1",0.900779393990618,1,"100"
"ifeval_20260421T021146Z_260",0.672131147540984,"ifeval","instruction/constraint following","Is the sentence ""Mrs. Smith is the teacher of this class."" grammatically correct? Give me exactly two different responses. Responses and only responses should be separated by 6 asterisk symbols: ******.",0.898375264233883,0,0.159366400597736,"F1",0.898375264233883,1,"100"
"ifeval_20260421T021146Z_417",0.770491803278688,"ifeval","instruction/constraint following","Write a limerick about writing a limerick. Don't use any commas in your entire reply.",0.897132254495396,0,0.57285820111106,"F1",0.897132254495396,2,"101"
"ifeval_20260421T021146Z_339",0.877049180327869,"ifeval","instruction/constraint following","What is inside Shinto shrines? Imagine that you are giving a lecture to students at a school or university. Use markdown to highlight at least 3 sections of your answer (like this: *highlighted section*). Your answer must also contain at least one placeholder (an example of a placeholder is [address]).",0.896787166119364,0,0,"F1",0.896787166119364,1,"100"
"ifeval_20260421T021146Z_137",0.868852459016393,"ifeval","instruction/constraint following","Write a blog post about how to raise awareness for a cause. Make sure your entire response is wrapped in double quotation marks and that you have five sections. Mark the beginning of each section with Section X.",0.8948367890055,0,0.0521543924763468,"F1",0.8948367890055,1,"100"
"ifeval_20260421T021146Z_296",0.729508196721312,"ifeval","instruction/constraint following","Which was the better team in the 1987-88 season: Tottenham Hotspur or Stockton? Your answer must be exactly 3 paragraphs where paragraphs and only paragraphs are separated by two new lines, as if they were '\n\n' in python. The third paragraph must start with the word bonding. Include keywords gao and hearts in the response. At the end of your response, plea",0.890276125289628,0,0.339148790549668,"F1",0.890276125289628,1,"100"
"ifeval_20260421T021146Z_408",0.901639344262295,"ifeval","instruction/constraint following","Write a blog post about the echoing biotechnology field in 2023, then criticize the blog post. Your answer must contain a title, wrapped in double angular brackets, such as <<blog post of ...>>. Also, add a postscript starting with P.S.",0.889208977045208,0,0,"F1",0.889208977045208,1,"100"
"ifeval_20260421T021146Z_192",0.836065573770492,"ifeval","instruction/constraint following","Write a joke with at least 5 sentences. Use Markdown to italicize at least 2 sections in your answer, i.e. *italic text*. Wrap your answer in double quotes.",0.889078852365693,0,0.00314593672046914,"F1",0.889078852365693,1,"100"
"ifeval_20260421T021146Z_118",0.69672131147541,"ifeval","instruction/constraint following","Make a rubric for a home theater installation targeting moms. Your answer must contain exactly 4 bullet points. Use markdown bullet points such as: * This is point 1",0.887722041676106,0.0563457457161465,0,"F1",0.887722041676106,1,"100"
"ifeval_20260421T021146Z_274",0.786885245901639,"ifeval","instruction/constraint following","Give two different responses to the question ""Is it ethical to hunt and eat invasive species?"", separated by 6 asterisk symbols ****** and without using any commas.",0.887573204001322,0,0.503238061569894,"F1",0.887573204001322,2,"101"
"ifeval_20260421T021146Z_258",0.877049180327869,"ifeval","instruction/constraint following","Please write a summary of the following advertiser page: ""We insist on having the most talented team of web developers, content writers, graphic designers and online marketers in the industry. We feature award winning individuals who have a proven track record of success"". Use markdowns and target moms. Your answer must contain exactly 4 bullet points in mar",0.887332574436109,0,0,"F1",0.887332574436109,1,"100"
"ifeval_20260421T021146Z_527",0.877049180327869,"ifeval","instruction/constraint following","What is the name of the green-eyed monster that makes people jealous? Your response should be less than 3 sentences (just 1 sentence or 2 sentences).",0.886076966893154,0,-0.205978172438839,"F1",0.886076966893154,1,"100"
"ifeval_20260421T021146Z_135",0.89344262295082,"ifeval","instruction/constraint following","Write a professional email that you could send to ask your boss for a raise. At the end of your response, explicitly add a postscript starting with P.P.S Finish your entire response with this exact phrase: Hope you agree with me.",0.885779042715995,0,0,"F1",0.885779042715995,1,"100"
"ifeval_20260421T021146Z_220",0.713114754098361,"ifeval","instruction/constraint following","Write a detailed proposal in list format for the university's ethics board for a research project that investigates the effect of eye colour on the likelihood of being a successful salesperson. Remember that the customer is always right. Your entire response should be in English, and in all lowercase letters. No capital letters are allowed, and you must refr",0.88509873945298,0,0.248894990815187,"F1",0.88509873945298,1,"100"
"ifeval_20260421T021146Z_94",0.69672131147541,"ifeval","instruction/constraint following","I am a software engineer with 7 years of experience, and I am looking for a new job. Can you create a resume for me and explain each section? First repeat the exact request above, then give your answer. Do not say any word before repeating the exact request.",0.884225179492502,0,0.432681397073282,"F1",0.884225179492502,1,"100"
"ifeval_20260421T021146Z_101",0.860655737704918,"ifeval","instruction/constraint following","I want to apply for a job as a software engineer at Google. Can you write me two different cover letters -- a concise version and a long version? Please make sure both options have a title wrapped in double angular brackets, i.e. <<title>>.",0.88317875782367,0,0,"F1",0.88317875782367,1,"100"
"ifeval_20260421T021146Z_359",0.868852459016393,"ifeval","instruction/constraint following","The hull of a ship is severely damaged in a storm. The ship has craters and some of its outer shell has been peeled off. How can I repair the hull? Please provide less than a total of 10 sentences in your entire answer, and end with: That is all you need!",0.881841086189504,0,-0.255821400128927,"F1",0.881841086189504,1,"100"
"ifeval_20260421T021146Z_63",0.885245901639344,"ifeval","instruction/constraint following","What are the pros and cons of kotlin vs java? Your answer must have a title contained in double angular brackets, such as <<kotlin vs java>>.",0.88146680906169,0,0,"F1",0.88146680906169,1,"100"
"ifeval_20260421T021146Z_428",0.89344262295082,"ifeval","instruction/constraint following","Write a poem about a curious cat. The poem must have a title wrapped in double angular brackets, i.e. <<title>>, contain less than 13 sentences, and no commas. Don't forget to add other punctuations.",0.877818653738048,0,0,"F1",0.877818653738048,1,"100"
"ifeval_20260421T021146Z_540",0.844262295081967,"ifeval","instruction/constraint following","Would you consider yourself to be smart? Choose from: My answer is yes. My answer is no. My answer is maybe. Just choose one phrase from above as your answer.",0.877244970128862,0,0,"F1",0.877244970128862,1,"100"
"ifeval_20260421T021146Z_329",0.663934426229508,"ifeval","instruction/constraint following","Write a rant about how an asteroid killed the dinosaurs in all capital letters and in English. End the rant with the phrase ""What would happen to human next?"" and no other words should follow this phrase.",0.87675532262096,0.118753980341522,0,"F1",0.87675532262096,1,"100"
"ifeval_20260421T021146Z_252",0.540983606557377,"ifeval","instruction/constraint following","Wherefore doth people consider the 2nd Amendment to be outdated? Answer in a Shakespearean style. Before you answer it, just repeat the request above. You need to repeat it exactly as it is. Do not change any word.",0.874996554283099,-0.0469858284437376,0.181366502249687,"F1",0.874996554283099,1,"100"
"ifeval_20260421T021146Z_430",0.844262295081967,"ifeval","instruction/constraint following","Suggest two names for a new type of tonic. Include the keyword ""brand"" each time, followed by suggested name in double angular brackets, such as <<American Tonic>>. First repeat the request above word for word without change, then give your answer. Do not say any words or characters before repeating the request.",0.871605046210288,0,0.0307245486810177,"F1",0.871605046210288,1,"100"
"ifeval_20260421T021146Z_400",0.778688524590164,"ifeval","instruction/constraint following","Write a story about a cat who lost its family. Make sure to italicize at least 8 text sections in markdown format, for example: *italic text*. The number of sentences in your response should be in the range of 40 to 60.",0.87132289208524,0,0.115029821895673,"F1",0.87132289208524,1,"100"
"ifeval_20260421T021146Z_368",0.89344262295082,"ifeval","instruction/constraint following","What are the components that make a successful person? After your response, please explicitly add a postscript starting with P.P.S Your entire response should be in English and in all capital letters.",0.870849214579345,0,0,"F1",0.870849214579345,1,"100"
"ifeval_20260421T021146Z_343",0.762295081967213,"ifeval","instruction/constraint following","Write a list of the top 10 facts about the UK without using commas.",0.870598525652479,0,0.519526658613169,"F1",0.870598525652479,2,"101"
"ifeval_20260421T021146Z_350",0.795081967213115,"ifeval","instruction/constraint following","How can you get to know someone on a deep level in a romantic relationship? The answer should involve the topic of vulnerability. Do not use any commas in your response.",0.865866543525443,0,0.651420979213909,"F1",0.865866543525443,2,"101"
"ifeval_20260421T021146Z_507",0.852459016393443,"ifeval","instruction/constraint following","Today, at the 54th Annual Grammy Awards, the Recording Academy honors the talent and creativity of the artists, musicians, and producers who are the creators of the best recordings of the past year. Please continue writing this text in a formal tone, using notations. Highlight some key parts in your response with ""*"", like *highlighted text*.",0.864883873418129,0,0,"F1",0.864883873418129,1,"100"
"ifeval_20260421T021146Z_143",0.90983606557377,"ifeval","instruction/constraint following","Write a song about the summers of my childhood that I spent in the countryside. Give the song a name, and highlight the name by wrapping it with *. For example: *little me in the countryside*.",0.864514649008383,0,0,"F1",0.864514649008383,1,"100"
"ifeval_20260421T021146Z_170",0.614754098360656,"ifeval","instruction/constraint following","What do you think about this statement: ""Wizards are more powerful than sorcerers because they study magic instead of being born with it.""? Your response should contain at least 30 sentences and exactly 2 bullet points. Also, it must contain at least 8 placeholders represented by square brackets, such as [address]. Use the bullet points like: * This is a bul",0.863505238688492,0,0.546617171494313,"F1",0.863505238688492,2,"101"
"ifeval_20260421T021146Z_538",0.877049180327869,"ifeval","instruction/constraint following","Can Batman beat Superman in a fair one on one fight? You should just say ”My answer is yes."" or ""My answer is no."" or ""My answer is maybe.""",0.862911432616353,0,0,"F1",0.862911432616353,1,"100"
"ifeval_20260421T021146Z_419",0.770491803278688,"ifeval","instruction/constraint following","Write an essay about the reasons why slavery was abolished in the United States as if you are the president of the United States. Do not use any commas in your response. Your response should be in English, and in all capital letters.",0.862659034631775,0,0.412761451606973,"F1",0.862659034631775,1,"100"
"ifeval_20260421T021146Z_125",0.59016393442623,"ifeval","instruction/constraint following","Generate two alternative product descriptions: The product is a new type of paper that can be used to wrap food, and is edible. First repeat the prompt above without change, then give your answer. Please do not say any word before repeating the prompt above.",0.862096103161835,0,0.546944504800808,"F1",0.862096103161835,2,"101"
"ifeval_20260421T021146Z_36",0.786885245901639,"ifeval","instruction/constraint following","What happened when the Tang dynasty of China was in power? Make sure to use the word war at least 8 times, and the word peace at least 10 times.",0.861616915297801,0,0.303467054518679,"F1",0.861616915297801,1,"100"
"ifeval_20260421T021146Z_45",0.868852459016393,"ifeval","instruction/constraint following","Can you give me a nickname for Stafford? Please use JSON format and do not say the word ""nickname"" in the response. Do not add anything outside of the JSON block.",0.859427931677762,0,0,"F1",0.859427931677762,1,"100"
"ifeval_20260421T021146Z_502",0.745901639344262,"ifeval","instruction/constraint following","Write a riddle about Camilla that doesn't use commas.",0.859140434871557,0,0.594129651244372,"F1",0.859140434871557,2,"101"
"ifeval_20260421T021146Z_392",0.877049180327869,"ifeval","instruction/constraint following","Please write a riddle about the inverse function with a title wrapped in double angular brackets, i.e. <<title>>.",0.858656545917192,0,0,"F1",0.858656545917192,1,"100"
"ifeval_20260421T021146Z_204",0.59016393442623,"ifeval","instruction/constraint following","Write a rap for moms about the pros and cons of breast feeding versus formula. The rap song should have exactly 3 paragraphs each separated by *** and exactly 3 bullet points in markdown format.",0.857984987862173,0,0.368649952945681,"F1",0.857984987862173,1,"100"
"ifeval_20260421T021146Z_39",0.737704918032787,"ifeval","instruction/constraint following","Which one is a better brand for sneakers: Prada or Nike? Your entire response should be in English, and in all capital letters. At the end of your response, please explicitly add a postscript starting with P.S. The word sneaker should appear 10 or more times in your response.",0.851347685193043,0,0.26001088013879,"F1",0.851347685193043,1,"100"
"ifeval_20260421T021146Z_403",0.778688524590164,"ifeval","instruction/constraint following","Write a short fiction about adulthood. Make sure the word cousins appears more than 2 times.",0.850658856133383,0,0,"F1",0.850658856133383,1,"100"
"ifeval_20260421T021146Z_104",0.885245901639344,"ifeval","instruction/constraint following","Compose a poem that has the word ""land"" and ""river"". It should be about nature and love. Also, the word ""forest"" should appear at least 3 times, and be written in English, with all letters lowercased.",0.844064393217192,0,0,"F1",0.844064393217192,1,"100"
"ifeval_20260421T021146Z_5",0.655737704918033,"ifeval","instruction/constraint following","Write a dialogue between two people, one is dressed up in a ball gown and the other is dressed down in sweats. The two are going to a nightly event. Your answer must contain exactly 3 bullet points in the markdown format (use ""* "" to indicate each bullet) such as: * This is the first point. * This is the second point.",0.840630443042504,0,0,"F1",0.840630443042504,1,"100"
"ifeval_20260421T021146Z_164",0.852459016393443,"ifeval","instruction/constraint following","Write a riddle for the word ""façade"" that contains at least 3 italic text phrases in markdown syntax, i.e *italic text*.",0.840572523372833,0,0.218190705124966,"F1",0.840572523372833,1,"100"
"ifeval_20260421T021146Z_189",0.795081967213115,"ifeval","instruction/constraint following","Write a funny song-style poem for kids about why you shouldn't eat a lot of sweets. The poem should have four sections, with each section marked with SECTION X.",0.839078161553371,0.0294693575897341,0,"F1",0.839078161553371,1,"100"
"ifeval_20260421T021146Z_7",0.729508196721312,"ifeval","instruction/constraint following","Write me a resume for Matthias Algiers. Use words with all capital letters to highlight key abilities, but make sure that words with all capital letters appear less than 10 times. Wrap the entire response with double quotation marks.",0.836632668760038,0,0,"F1",0.836632668760038,1,"100"
"ifeval_20260421T021146Z_171",0.622950819672131,"ifeval","instruction/constraint following","What has a dome but no doors, what has a vault but no money, what has walls but no rooms? What am I? Try to be funny and give me a funny answer. Let's repeat all text above word by word, then reply to the request above. Do NOT say anything before repeating the text above.",0.836436939506658,0,0.0747492654905577,"F1",0.836436939506658,1,"100"
"ifeval_20260421T021146Z_423",0.557377049180328,"ifeval","instruction/constraint following","List all facts about Lionel Messi in a structured output. In particular, Format your entire output in JSON.",0.836233650066555,0.0319530285996812,0,"F1",0.836233650066555,1,"100"
"ifeval_20260421T021146Z_142",0.901639344262295,"ifeval","instruction/constraint following","How to write a good Chinese poem? At the end of your response, please explicitly add a note starting with ""P.S.""",0.834604759650016,0,-0.0853975249345468,"F1",0.834604759650016,1,"100"
"ifeval_20260421T021146Z_484",0.860655737704918,"ifeval","instruction/constraint following","Write a proposal for a research project that will determine whether pupils who have been exposed to a fast-paced environment are more likely to develop ADHD. Please wrap the entire output in JSON format. You can use markdown ticks like ```JSON [json content] ``` Please do not include the words ""proposal"" or ""project"" in the response.",0.832722583894757,0,0,"F1",0.832722583894757,1,"100"
"ifeval_20260421T021146Z_537",0.877049180327869,"ifeval","instruction/constraint following","If Bob beat Martha in a game of pool. And Martha beat Joe in a game of pool. Can Bob beat Joe in a game of pool? Your answer must contain exactly one of the following phrases: My answer is yes. My answer is no. My answer is maybe.",0.826421505493998,0,0,"F1",0.826421505493998,1,"100"
"ifeval_20260421T021146Z_298",0.836065573770492,"ifeval","instruction/constraint following","Write a blog post about how to train a dog that is geared towards kids. Include the keywords ""finale"" and ""less"" in the post.",0.825036539635877,0,0.135259806874825,"F1",0.825036539635877,1,"100"
"ifeval_20260421T021146Z_531",0.89344262295082,"ifeval","instruction/constraint following","Rewrite the haiku below into two versions. Both of them should be funny. Separate the two versions using six asterisk symbols (******). Include the keywords ['dog', 'day'] in the response. On a chilly winter night A cat meows at the moon Hoping for some warmth",0.823945113938803,0,0,"F1",0.823945113938803,1,"100"
"ifeval_20260421T021146Z_51",0.90983606557377,"ifeval","instruction/constraint following","Can you elaborate on the following text: ""Increased axle weight increased the damage to the road""? Your response must contain a title wrapped in double angular brackets, i.e. <<title>>. Use less than 5 sentences.",0.822914887851658,0,-0.0760954381322932,"F1",0.822914887851658,1,"100"
"ifeval_20260421T021146Z_28",0.819672131147541,"ifeval","instruction/constraint following","Rewrite the following statement to make it sound more formal, like a President of the United States: ""Hi guys. The work was done to add in a fix for the issue that was observed in the field with the SSO. We are working with our collaborators closely. We will get it done. Thanks ya all."" Do not include the following keywords: field, thanks, issue, collaborato",0.822206096231701,0,0,"F1",0.822206096231701,1,"100"
"ifeval_20260421T021146Z_335",0.885245901639344,"ifeval","instruction/constraint following","Write a proposal for a research project on the impact of the liberian civil war on the country's economy. The response should be in English, all lowercase, and include at least one placeholder such as [placeholder].",0.82148250178141,0,0,"F1",0.82148250178141,1,"100"
"ifeval_20260421T021146Z_71",0.786885245901639,"ifeval","instruction/constraint following","Draft a blog post about Ripley's Aquarium. Make sure your blog post contains at least 7 placeholders represented by square brackets, such as [location].",0.820600248055919,0,0.303530905238045,"F1",0.820600248055919,1,"100"
"ifeval_20260421T021146Z_361",0.860655737704918,"ifeval","instruction/constraint following","Write a poem about the history of reductions in the context of the church. Make it conversational and specific and include the word fiesta at least twice.",0.815651810170205,0,0.207669351388753,"F1",0.815651810170205,1,"100"
"ifeval_20260421T021146Z_497",0.762295081967213,"ifeval","instruction/constraint following","Write a short, funny story about a man named Harry with a pet dog. Your response must contain 3 sections, mark the beginning of each section with SECTION X.",0.814033488267933,0,0.173189855181835,"F1",0.814033488267933,1,"100"
"ifeval_20260421T021146Z_213",0.819672131147541,"ifeval","instruction/constraint following","Explain the difference between a city and a village in a rap style to a kid. The words with all capital letters should appear at least 10 times. Put the response into at least 5 sections, separated using 3 asterisks ***.",0.811475135584615,0,0.61586679267319,"F1",0.811475135584615,2,"101"
"ifeval_20260421T021146Z_485",0.819672131147541,"ifeval","instruction/constraint following","Write a resume for a software engineer with 5+ years of experience in the Bay Area, CA. In your response, make sure to include at least 20 words or phrases in all capital letters.",0.811389489182372,0,0.225219137808301,"F1",0.811389489182372,1,"100"
"ifeval_20260421T021146Z_459",0.901639344262295,"ifeval","instruction/constraint following","Can you explain to me why there is so much fraud in the world? Please include one italic text section in markdown, i.e *italic text*. Make your entire response less than 30 words.",0.808678415725583,0,0.0487785039176227,"F1",0.808678415725583,1,"100"
"ifeval_20260421T021146Z_67",0.860655737704918,"ifeval","instruction/constraint following","Write a brief biography of a person named ""Brilliant Le Hou"". Do not use commas in your reply. Highlight at least 3 sections with markdown, i.e. *highlighted section*. The biography should start with the name of the person.",0.806907567068523,0,0,"F1",0.806907567068523,1,"100"
"ifeval_20260421T021146Z_367",0.819672131147541,"ifeval","instruction/constraint following","Expand the riddle into a story with a funny tone: What can you catch but not throw? A cold Use * to highlight at least 2 sections in your text. For example: *this is a highlighted text section*.",0.806411572195375,0,0.132761703746096,"F1",0.806411572195375,1,"100"
"ifeval_20260421T021146Z_381",0.868852459016393,"ifeval","instruction/constraint following","Write a copy for an ad selling a sloop. It's a small sailboat with one mast that's easy to sail and understand. Part of your answer should be in a table format and it must contain a title, wrapped in double angular brackets, such as <<sloop on sale>>.",0.804001926284101,0,0,"F1",0.804001926284101,1,"100"
"ifeval_20260421T021146Z_515",0.770491803278688,"ifeval","instruction/constraint following","Give me a summary of the lobbying spending of the following companies: Google, Facebook, Microsoft, Apple, and Amazon. Your response should be in German language, and no other language is allowed.",0.795888437032503,0.0610225829925248,0,"F1",0.795888437032503,1,"100"
"ifeval_20260421T021146Z_360",0.868852459016393,"ifeval","instruction/constraint following","Write a rubric for teenagers on how to review a book. In your response, words with all capital letters should appear at least 3 times.",0.795446987275805,0,0,"F1",0.795446987275805,1,"100"
"ifeval_20260421T021146Z_159",0.819672131147541,"ifeval","instruction/constraint following","I work for a software development company named ""grid"", and they want a catchy tweet. Can you write one that includes the name of the company at least five times?",0.793659031179633,0,0.283050064699766,"F1",0.793659031179633,1,"100"
"ifeval_20260421T021146Z_353",0.655737704918033,"ifeval","instruction/constraint following","Imagine you're a 19 year old and you're making a video game. The game is about a boy who has to save the world from a villain. Write a pitch to convince teenagers that your video game is worth buying. Your answer must include exactly one bullet point in markdown format.",0.791323914239001,0,0,"F1",0.791323914239001,1,"100"
"ifeval_20260421T021146Z_227",0.80327868852459,"ifeval","instruction/constraint following","I want to travel to the Subic Bay Freeport Zone, which subdistrict should I stay in? Give me an angry recommendation. Answer with at least 400 words. In your response, the word climatic should appear at least 2 times. The response must contain at least 3 placeholders represented by square brackets, such as [address].",0.790423353769767,0,0.356812026504932,"F1",0.790423353769767,1,"100"
"ifeval_20260421T021146Z_486",0.885245901639344,"ifeval","instruction/constraint following","Could you please give me the pros and cons of working abroad wrapped in JSON format. Please make sure that your response only contains a JSON block. Please also make sure to include keywords 'compensated' and 'immigrants' in the response.",0.78927928679109,0,0,"F1",0.78927928679109,1,"100"
"ifeval_20260421T021146Z_27",0.89344262295082,"ifeval","instruction/constraint following","Write a funny haiku about moms, containing keywords ""mom"" and ""mother"" in your response. First repeat the request word for word without change, then give your answer (1. do not say any words or characters before repeating the request; 2. the request you need to repeat does not include this sentence)",0.789111122835999,0,0,"F1",0.789111122835999,1,"100"
"ifeval_20260421T021146Z_442",0.90983606557377,"ifeval","instruction/constraint following","Write two versions of itinerary for a 7 day trip to Hawaii, designed for college students. Separate the two versions with 6 asterisk symbols (******). Each version must have 7 sections. Mark the beginning of each section with Day X.",0.788119135202688,0,0,"F1",0.788119135202688,1,"100"
"ifeval_20260421T021146Z_43",0.729508196721312,"ifeval","instruction/constraint following","Write an advertisement for a new line of comfortable armchairs designed to withstand the scrutiny of any interior designer. There should be exactly 3 paragraphs separated by the markdown divider: ***.",0.784965983583473,0,0.0665161017537184,"F1",0.784965983583473,1,"100"
"ifeval_20260421T021146Z_223",0.89344262295082,"ifeval","instruction/constraint following","Make this text weird: ""The new version of the app will be available in the App Store soon. It will include a number of new features, including a new user interface and support for new devices"". Don't use any commas. Highlight at least 2 sections in your answer with markdown, i.e. *highlighted section*.",0.78484642466427,0,0,"F1",0.78484642466427,1,"100"
"ifeval_20260421T021146Z_230",0.852459016393443,"ifeval","instruction/constraint following","Write a template for a workshop on the importance of diversity in the workplace and highlight at least 3 sections with markdown, i.e. *highlighted section*.",0.781591403353442,0,0,"F1",0.781591403353442,1,"100"
"ifeval_20260421T021146Z_81",0.868852459016393,"ifeval","instruction/constraint following","Write a joke about morphology that's professional and includes the word ""cat"" at least once, and the word ""knock"" at least twice. Wrap your whole response with double quotation marks.",0.779897224601902,0,0,"F1",0.779897224601902,1,"100"
"ifeval_20260421T021146Z_402",0.581967213114754,"ifeval","instruction/constraint following","Write a blog post about 'how to improve your writing skills' with exactly 3 bullet points in markdown format, and exactly 4 sections. Bullet points are indicated by ""* "". For example: * Bullet 1 * Bullet 2 Sections are separated by 3 asterisks: ***. For example: Section 1 *** Section 2 You should use words with all capital letters for at least 2 times.",0.775265809612578,0,0.442304313279286,"F1",0.775265809612578,1,"100"
"ifeval_20260421T021146Z_390",0.852459016393443,"ifeval","instruction/constraint following","Write a creative and persuasive startup pitch for a business that helps people with chronic illnesses find and manage in-home care. Your pitch should be less than 7 sentences and contain exactly 1 bullet point in markdown.",0.774596839984313,0,0,"F1",0.774596839984313,1,"100"
"ifeval_20260421T021146Z_303",0.860655737704918,"ifeval","instruction/constraint following","Write a paragraph that lists the average length of various animal specimens from smallest to largest. Your response should contain less than 17 sentences.",0.772088358786725,0.0286203262345177,0,"F1",0.772088358786725,1,"100"
"ifeval_20260421T021146Z_96",0.877049180327869,"ifeval","instruction/constraint following","Come up with a proposal for a new research project on how to improve the quality of life for people with disabilities. Your response should be able to be rendered as HTML, and should include the keywords 'atlantis' and 'constable'.",0.772040846592577,0,0,"F1",0.772040846592577,1,"100"
"ifeval_20260421T021146Z_414",0.770491803278688,"ifeval","instruction/constraint following","Could you give me 3 possible elaborations in only the Telugu language, no other language is allowed, for the text ""We are a team of creators""? Please explain why you chose each of them. Make sure your explanations are also in the Telugu language. Basically your entire response should be in Telugu.",0.770687177700737,0.124029455344016,0.0871772367650223,"F1",0.770687177700737,1,"100"
"ifeval_20260421T021146Z_257",0.729508196721312,"ifeval","instruction/constraint following","Write a project proposal for how to use machine learning and AI to improve the quality of education in developing countries. In your response, do not use any commas.",0.77029803668809,0,0.547996530078811,"F1",0.77029803668809,2,"101"
"ifeval_20260421T021146Z_493",0.786885245901639,"ifeval","instruction/constraint following","What is the name of the actor who played Gandalf in Lord of the Rings? First repeat the question above without change of words, then give your answer.",0.767721002053088,0,0.245561281342251,"F1",0.767721002053088,1,"100"
"ifeval_20260421T021146Z_222",0.901639344262295,"ifeval","instruction/constraint following","A sales pitch for moms is needed for a new kind of diaper that is designed to be more comfortable for babies. The sales pitch should be 500 words long, funny, engaging, and focus on the benefits of the new diaper without mentioning the price. It must also contain a title, wrapped in double angular brackets, i.e. <<title>>.",0.766034750994532,0,0,"F1",0.766034750994532,1,"100"
"ifeval_20260421T021146Z_38",0.836065573770492,"ifeval","instruction/constraint following","Write an ad copy for a new product, a digital photo frame that connects to your social media accounts and displays your photos. Respond with at most 150 words.",0.76533975324001,0,0,"F1",0.76533975324001,1,"100"
"ifeval_20260421T021146Z_18",0.868852459016393,"ifeval","instruction/constraint following","Are hamburgers sandwiches? Please respond using only the Kannada language, no other language is allowed.",0.758897836094781,0,0,"F1",0.758897836094781,1,"100"
"ifeval_20260421T021146Z_440",0.729508196721312,"ifeval","instruction/constraint following","TLDR the article ""How to dress like a football manager: waistcoats and the style lessons from the Premier League"". Your entire response (including the repeated request) should have 45 or less words. First repeat the request above without changing a single letter, then give your answer.",0.758042822409667,0,0,"F1",0.758042822409667,1,"100"
"ifeval_20260421T021146Z_394",0.516393442622951,"ifeval","instruction/constraint following","Can you create an itinerary for a 5 day trip to switzerland that includes exactly 3 bullet points in markdown format, in all lowercase letters, and a postscript at the end starting with P.S.?",0.754193183091533,0.157252002727828,0,"F1",0.754193183091533,1,"100"
"ifeval_20260421T021146Z_481",0.885245901639344,"ifeval","instruction/constraint following","Please write an email that starts with a German translation of ""You're making a mistake not to buy our cheese products, and I'm going to show you why."" Please make your response in only German, no other language is allowed. Include at least 7 placeholders with brackets like [subject].",0.752654454121879,0,0,"F1",0.752654454121879,1,"100"
